condition_id,group_id,current_A,speed_cm_min,frequency_Hz,amplitude_mm,cooling_s,layer,width_mm,height_mm,factor,x_variable,x_value,source_file,source_row
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,9,10.2431,2.4115,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,471
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,9,10.2177,2.4028,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,472
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,9,10.2021,2.3688,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,473
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,9,10.2116,2.3448,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,474
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,9,10.1859,2.3452,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,475
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,9,10.1712,2.3066,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,476
Welding speed_22.0,80.000_22.000_3.000_3.000,80.0,22.0,3.0,3.0,60.0,10,10.5387,2.7603,Welding speed,Welding speed (cm/min),22.0,layer_partial.csv,477
Welding speed_22.3333,80.000_22.333_3.000_3.000,80.0,22.3333,3.0,3.0,60.0,10,10.5235,2.7355,Welding speed,Welding speed (cm/min),22.3333,layer_partial.csv,478
Welding speed_22.6667,80.000_22.667_3.000_3.000,80.0,22.6667,3.0,3.0,60.0,10,10.5181,2.7077,Welding speed,Welding speed (cm/min),22.6667,layer_partial.csv,479
Welding speed_23.0,80.000_23.000_3.000_3.000,80.0,23.0,3.0,3.0,60.0,10,10.5179,2.7037,Welding speed,Welding speed (cm/min),23.0,layer_partial.csv,480
Welding speed_23.3333,80.000_23.333_3.000_3.000,80.0,23.3333,3.0,3.0,60.0,10,10.4751,2.6823,Welding speed,Welding speed (cm/min),23.3333,layer_partial.csv,481
Welding speed_23.6667,80.000_23.667_3.000_3.000,80.0,23.6667,3.0,3.0,60.0,10,10.4423,2.6598,Welding speed,Welding speed (cm/min),23.6667,layer_partial.csv,482
Welding speed_24.0,80.000_24.000_3.000_3.000,80.0,24.0,3.0,3.0,60.0,10,10.4477,2.6414,Welding speed,Welding speed (cm/min),24.0,layer_partial.csv,483
Welding speed_24.3333,80.000_24.333_3.000_3.000,80.0,24.3333,3.0,3.0,60.0,10,10.4372,2.6353,Welding speed,Welding speed (cm/min),24.3333,layer_partial.csv,484
Welding speed_24.6667,80.000_24.667_3.000_3.000,80.0,24.6667,3.0,3.0,60.0,10,10.4248,2.6113,Welding speed,Welding speed (cm/min),24.6667,layer_partial.csv,485
Welding speed_25.0,80.000_25.000_3.000_3.000,80.0,25.0,3.0,3.0,60.0,10,10.4149,2.5859,Welding speed,Welding speed (cm/min),25.0,layer_partial.csv,486
Welding speed_25.3333,80.000_25.333_3.000_3.000,80.0,25.3333,3.0,3.0,60.0,10,10.4311,2.5728,Welding speed,Welding speed (cm/min),25.3333,layer_partial.csv,487
Welding speed_25.6667,80.000_25.667_3.000_3.000,80.0,25.6667,3.0,3.0,60.0,10,10.3929,2.5484,Welding speed,Welding speed (cm/min),25.6667,layer_partial.csv,488
Welding speed_26.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,10,10.3783,2.5466,Welding speed,Welding speed (cm/min),26.0,layer_partial.csv,489
Welding speed_26.3333,80.000_26.333_3.000_3.000,80.0,26.3333,3.0,3.0,60.0,10,10.3644,2.5011,Welding speed,Welding speed (cm/min),26.3333,layer_partial.csv,490
Welding speed_26.6667,80.000_26.667_3.000_3.000,80.0,26.6667,3.0,3.0,60.0,10,10.3321,2.4913,Welding speed,Welding speed (cm/min),26.6667,layer_partial.csv,491
Welding speed_27.0,80.000_27.000_3.000_3.000,80.0,27.0,3.0,3.0,60.0,10,10.3355,2.4672,Welding speed,Welding speed (cm/min),27.0,layer_partial.csv,492
Welding speed_27.3333,80.000_27.333_3.000_3.000,80.0,27.3333,3.0,3.0,60.0,10,10.3285,2.4588,Welding speed,Welding speed (cm/min),27.3333,layer_partial.csv,493
Welding speed_27.6667,80.000_27.667_3.000_3.000,80.0,27.6667,3.0,3.0,60.0,10,10.3266,2.4348,Welding speed,Welding speed (cm/min),27.6667,layer_partial.csv,494
Welding speed_28.0,80.000_28.000_3.000_3.000,80.0,28.0,3.0,3.0,60.0,10,10.2947,2.4123,Welding speed,Welding speed (cm/min),28.0,layer_partial.csv,495
Welding speed_28.3333,80.000_28.333_3.000_3.000,80.0,28.3333,3.0,3.0,60.0,10,10.2824,2.3941,Welding speed,Welding speed (cm/min),28.3333,layer_partial.csv,496
Welding speed_28.6667,80.000_28.667_3.000_3.000,80.0,28.6667,3.0,3.0,60.0,10,10.2906,2.3641,Welding speed,Welding speed (cm/min),28.6667,layer_partial.csv,497
Welding speed_29.0,80.000_29.000_3.000_3.000,80.0,29.0,3.0,3.0,60.0,10,10.2579,2.3599,Welding speed,Welding speed (cm/min),29.0,layer_partial.csv,498
Welding speed_29.3333,80.000_29.333_3.000_3.000,80.0,29.3333,3.0,3.0,60.0,10,10.2302,2.3265,Welding speed,Welding speed (cm/min),29.3333,layer_partial.csv,499
Welding speed_29.6667,80.000_29.667_3.000_3.000,80.0,29.6667,3.0,3.0,60.0,10,10.2155,2.3241,Welding speed,Welding speed (cm/min),29.6667,layer_partial.csv,500
Welding speed_30.0,80.000_30.000_3.000_3.000,80.0,30.0,3.0,3.0,60.0,10,10.2116,2.29,Welding speed,Welding speed (cm/min),30.0,layer_partial.csv,501
Weaving frequency_2.0,80.000_26.000_2.000_3.000,80.0,26.0,2.0,3.0,60.0,1,10.0,2.735,Weaving frequency,Weaving frequency (Hz),2.0,layer_partial.csv,502
Weaving frequency_2.0833,80.000_26.000_2.083_3.000,80.0,26.0,2.0833,3.0,60.0,1,10.0082,2.7107,Weaving frequency,Weaving frequency (Hz),2.0833,layer_partial.csv,503
Weaving frequency_2.1667,80.000_26.000_2.167_3.000,80.0,26.0,2.1667,3.0,60.0,1,10.0264,2.6994,Weaving frequency,Weaving frequency (Hz),2.1667,layer_partial.csv,504
Weaving frequency_2.25,80.000_26.000_2.250_3.000,80.0,26.0,2.25,3.0,60.0,1,10.0531,2.6922,Weaving frequency,Weaving frequency (Hz),2.25,layer_partial.csv,505
Weaving frequency_2.3333,80.000_26.000_2.333_3.000,80.0,26.0,2.3333,3.0,60.0,1,10.0871,2.669,Weaving frequency,Weaving frequency (Hz),2.3333,layer_partial.csv,506
Weaving frequency_2.4167,80.000_26.000_2.417_3.000,80.0,26.0,2.4167,3.0,60.0,1,10.0799,2.658,Weaving frequency,Weaving frequency (Hz),2.4167,layer_partial.csv,507
Weaving frequency_2.5,80.000_26.000_2.500_3.000,80.0,26.0,2.5,3.0,60.0,1,10.1062,2.6296,Weaving frequency,Weaving frequency (Hz),2.5,layer_partial.csv,508
Weaving frequency_2.5833,80.000_26.000_2.583_3.000,80.0,26.0,2.5833,3.0,60.0,1,10.116,2.624,Weaving frequency,Weaving frequency (Hz),2.5833,layer_partial.csv,509
Weaving frequency_2.6667,80.000_26.000_2.667_3.000,80.0,26.0,2.6667,3.0,60.0,1,10.1075,2.6109,Weaving frequency,Weaving frequency (Hz),2.6667,layer_partial.csv,510
Weaving frequency_2.75,80.000_26.000_2.750_3.000,80.0,26.0,2.75,3.0,60.0,1,10.1385,2.6009,Weaving frequency,Weaving frequency (Hz),2.75,layer_partial.csv,511
Weaving frequency_2.8333,80.000_26.000_2.833_3.000,80.0,26.0,2.8333,3.0,60.0,1,10.1258,2.575,Weaving frequency,Weaving frequency (Hz),2.8333,layer_partial.csv,512
Weaving frequency_2.9167,80.000_26.000_2.917_3.000,80.0,26.0,2.9167,3.0,60.0,1,10.1461,2.5625,Weaving frequency,Weaving frequency (Hz),2.9167,layer_partial.csv,513
Weaving frequency_3.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,1,10.1477,2.5635,Weaving frequency,Weaving frequency (Hz),3.0,layer_partial.csv,514
Weaving frequency_3.0833,80.000_26.000_3.083_3.000,80.0,26.0,3.0833,3.0,60.0,1,10.1518,2.5355,Weaving frequency,Weaving frequency (Hz),3.0833,layer_partial.csv,515
Weaving frequency_3.1667,80.000_26.000_3.167_3.000,80.0,26.0,3.1667,3.0,60.0,1,10.1495,2.5241,Weaving frequency,Weaving frequency (Hz),3.1667,layer_partial.csv,516
Weaving frequency_3.25,80.000_26.000_3.250_3.000,80.0,26.0,3.25,3.0,60.0,1,10.1647,2.5143,Weaving frequency,Weaving frequency (Hz),3.25,layer_partial.csv,517
Weaving frequency_3.3333,80.000_26.000_3.333_3.000,80.0,26.0,3.3333,3.0,60.0,1,10.151,2.4863,Weaving frequency,Weaving frequency (Hz),3.3333,layer_partial.csv,518
Weaving frequency_3.4167,80.000_26.000_3.417_3.000,80.0,26.0,3.4167,3.0,60.0,1,10.156,2.474,Weaving frequency,Weaving frequency (Hz),3.4167,layer_partial.csv,519
Weaving frequency_3.5,80.000_26.000_3.500_3.000,80.0,26.0,3.5,3.0,60.0,1,10.1683,2.4648,Weaving frequency,Weaving frequency (Hz),3.5,layer_partial.csv,520
Weaving frequency_3.5833,80.000_26.000_3.583_3.000,80.0,26.0,3.5833,3.0,60.0,1,10.1941,2.4417,Weaving frequency,Weaving frequency (Hz),3.5833,layer_partial.csv,521
Weaving frequency_3.6667,80.000_26.000_3.667_3.000,80.0,26.0,3.6667,3.0,60.0,1,10.1756,2.432,Weaving frequency,Weaving frequency (Hz),3.6667,layer_partial.csv,522
Weaving frequency_3.75,80.000_26.000_3.750_3.000,80.0,26.0,3.75,3.0,60.0,1,10.1856,2.4266,Weaving frequency,Weaving frequency (Hz),3.75,layer_partial.csv,523
Weaving frequency_3.8333,80.000_26.000_3.833_3.000,80.0,26.0,3.8333,3.0,60.0,1,10.1904,2.4021,Weaving frequency,Weaving frequency (Hz),3.8333,layer_partial.csv,524
Weaving frequency_3.9167,80.000_26.000_3.917_3.000,80.0,26.0,3.9167,3.0,60.0,1,10.1875,2.3859,Weaving frequency,Weaving frequency (Hz),3.9167,layer_partial.csv,525
Weaving frequency_4.0,80.000_26.000_4.000_3.000,80.0,26.0,4.0,3.0,60.0,1,10.1774,2.3715,Weaving frequency,Weaving frequency (Hz),4.0,layer_partial.csv,526
Weaving frequency_2.0,80.000_26.000_2.000_3.000,80.0,26.0,2.0,3.0,60.0,2,10.0265,2.7166,Weaving frequency,Weaving frequency (Hz),2.0,layer_partial.csv,527
Weaving frequency_2.0833,80.000_26.000_2.083_3.000,80.0,26.0,2.0833,3.0,60.0,2,10.06,2.6976,Weaving frequency,Weaving frequency (Hz),2.0833,layer_partial.csv,528
Weaving frequency_2.1667,80.000_26.000_2.167_3.000,80.0,26.0,2.1667,3.0,60.0,2,10.0616,2.691,Weaving frequency,Weaving frequency (Hz),2.1667,layer_partial.csv,529
Weaving frequency_2.25,80.000_26.000_2.250_3.000,80.0,26.0,2.25,3.0,60.0,2,10.0792,2.6815,Weaving frequency,Weaving frequency (Hz),2.25,layer_partial.csv,530
Weaving frequency_2.3333,80.000_26.000_2.333_3.000,80.0,26.0,2.3333,3.0,60.0,2,10.1042,2.6521,Weaving frequency,Weaving frequency (Hz),2.3333,layer_partial.csv,531
Weaving frequency_2.4167,80.000_26.000_2.417_3.000,80.0,26.0,2.4167,3.0,60.0,2,10.0989,2.6439,Weaving frequency,Weaving frequency (Hz),2.4167,layer_partial.csv,532
Weaving frequency_2.5,80.000_26.000_2.500_3.000,80.0,26.0,2.5,3.0,60.0,2,10.1297,2.6284,Weaving frequency,Weaving frequency (Hz),2.5,layer_partial.csv,533
Weaving frequency_2.5833,80.000_26.000_2.583_3.000,80.0,26.0,2.5833,3.0,60.0,2,10.1365,2.6063,Weaving frequency,Weaving frequency (Hz),2.5833,layer_partial.csv,534
Weaving frequency_2.6667,80.000_26.000_2.667_3.000,80.0,26.0,2.6667,3.0,60.0,2,10.1453,2.59,Weaving frequency,Weaving frequency (Hz),2.6667,layer_partial.csv,535
Weaving frequency_2.75,80.000_26.000_2.750_3.000,80.0,26.0,2.75,3.0,60.0,2,10.1491,2.5748,Weaving frequency,Weaving frequency (Hz),2.75,layer_partial.csv,536
Weaving frequency_2.8333,80.000_26.000_2.833_3.000,80.0,26.0,2.8333,3.0,60.0,2,10.1695,2.57,Weaving frequency,Weaving frequency (Hz),2.8333,layer_partial.csv,537
Weaving frequency_2.9167,80.000_26.000_2.917_3.000,80.0,26.0,2.9167,3.0,60.0,2,10.1717,2.5352,Weaving frequency,Weaving frequency (Hz),2.9167,layer_partial.csv,538
Weaving frequency_3.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,2,10.1866,2.5397,Weaving frequency,Weaving frequency (Hz),3.0,layer_partial.csv,539
Weaving frequency_3.0833,80.000_26.000_3.083_3.000,80.0,26.0,3.0833,3.0,60.0,2,10.1909,2.5253,Weaving frequency,Weaving frequency (Hz),3.0833,layer_partial.csv,540
Weaving frequency_3.1667,80.000_26.000_3.167_3.000,80.0,26.0,3.1667,3.0,60.0,2,10.1985,2.5101,Weaving frequency,Weaving frequency (Hz),3.1667,layer_partial.csv,541
Weaving frequency_3.25,80.000_26.000_3.250_3.000,80.0,26.0,3.25,3.0,60.0,2,10.1938,2.4867,Weaving frequency,Weaving frequency (Hz),3.25,layer_partial.csv,542
Weaving frequency_3.3333,80.000_26.000_3.333_3.000,80.0,26.0,3.3333,3.0,60.0,2,10.1937,2.4755,Weaving frequency,Weaving frequency (Hz),3.3333,layer_partial.csv,543
Weaving frequency_3.4167,80.000_26.000_3.417_3.000,80.0,26.0,3.4167,3.0,60.0,2,10.2032,2.4479,Weaving frequency,Weaving frequency (Hz),3.4167,layer_partial.csv,544
Weaving frequency_3.5,80.000_26.000_3.500_3.000,80.0,26.0,3.5,3.0,60.0,2,10.2109,2.439,Weaving frequency,Weaving frequency (Hz),3.5,layer_partial.csv,545
Weaving frequency_3.5833,80.000_26.000_3.583_3.000,80.0,26.0,3.5833,3.0,60.0,2,10.2145,2.4324,Weaving frequency,Weaving frequency (Hz),3.5833,layer_partial.csv,546
Weaving frequency_3.6667,80.000_26.000_3.667_3.000,80.0,26.0,3.6667,3.0,60.0,2,10.2178,2.4133,Weaving frequency,Weaving frequency (Hz),3.6667,layer_partial.csv,547
Weaving frequency_3.75,80.000_26.000_3.750_3.000,80.0,26.0,3.75,3.0,60.0,2,10.2111,2.3917,Weaving frequency,Weaving frequency (Hz),3.75,layer_partial.csv,548
Weaving frequency_3.8333,80.000_26.000_3.833_3.000,80.0,26.0,3.8333,3.0,60.0,2,10.2061,2.3808,Weaving frequency,Weaving frequency (Hz),3.8333,layer_partial.csv,549
Weaving frequency_3.9167,80.000_26.000_3.917_3.000,80.0,26.0,3.9167,3.0,60.0,2,10.2198,2.3717,Weaving frequency,Weaving frequency (Hz),3.9167,layer_partial.csv,550
Weaving frequency_4.0,80.000_26.000_4.000_3.000,80.0,26.0,4.0,3.0,60.0,2,10.2225,2.3531,Weaving frequency,Weaving frequency (Hz),4.0,layer_partial.csv,551
Weaving frequency_2.0,80.000_26.000_2.000_3.000,80.0,26.0,2.0,3.0,60.0,3,10.0695,2.6843,Weaving frequency,Weaving frequency (Hz),2.0,layer_partial.csv,552
Weaving frequency_2.0833,80.000_26.000_2.083_3.000,80.0,26.0,2.0833,3.0,60.0,3,10.0737,2.671,Weaving frequency,Weaving frequency (Hz),2.0833,layer_partial.csv,553
Weaving frequency_2.1667,80.000_26.000_2.167_3.000,80.0,26.0,2.1667,3.0,60.0,3,10.1062,2.6654,Weaving frequency,Weaving frequency (Hz),2.1667,layer_partial.csv,554
Weaving frequency_2.25,80.000_26.000_2.250_3.000,80.0,26.0,2.25,3.0,60.0,3,10.1336,2.6468,Weaving frequency,Weaving frequency (Hz),2.25,layer_partial.csv,555
Weaving frequency_2.3333,80.000_26.000_2.333_3.000,80.0,26.0,2.3333,3.0,60.0,3,10.1257,2.6353,Weaving frequency,Weaving frequency (Hz),2.3333,layer_partial.csv,556
Weaving frequency_2.4167,80.000_26.000_2.417_3.000,80.0,26.0,2.4167,3.0,60.0,3,10.1569,2.6237,Weaving frequency,Weaving frequency (Hz),2.4167,layer_partial.csv,557
Weaving frequency_2.5,80.000_26.000_2.500_3.000,80.0,26.0,2.5,3.0,60.0,3,10.1564,2.6103,Weaving frequency,Weaving frequency (Hz),2.5,layer_partial.csv,558
Weaving frequency_2.5833,80.000_26.000_2.583_3.000,80.0,26.0,2.5833,3.0,60.0,3,10.186,2.5806,Weaving frequency,Weaving frequency (Hz),2.5833,layer_partial.csv,559
Weaving frequency_2.6667,80.000_26.000_2.667_3.000,80.0,26.0,2.6667,3.0,60.0,3,10.1849,2.5859,Weaving frequency,Weaving frequency (Hz),2.6667,layer_partial.csv,560
Weaving frequency_2.75,80.000_26.000_2.750_3.000,80.0,26.0,2.75,3.0,60.0,3,10.1949,2.5603,Weaving frequency,Weaving frequency (Hz),2.75,layer_partial.csv,561
Weaving frequency_2.8333,80.000_26.000_2.833_3.000,80.0,26.0,2.8333,3.0,60.0,3,10.2043,2.5444,Weaving frequency,Weaving frequency (Hz),2.8333,layer_partial.csv,562
Weaving frequency_2.9167,80.000_26.000_2.917_3.000,80.0,26.0,2.9167,3.0,60.0,3,10.2164,2.5261,Weaving frequency,Weaving frequency (Hz),2.9167,layer_partial.csv,563
Weaving frequency_3.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,3,10.2162,2.523,Weaving frequency,Weaving frequency (Hz),3.0,layer_partial.csv,564
Weaving frequency_3.0833,80.000_26.000_3.083_3.000,80.0,26.0,3.0833,3.0,60.0,3,10.2355,2.4955,Weaving frequency,Weaving frequency (Hz),3.0833,layer_partial.csv,565
Weaving frequency_3.1667,80.000_26.000_3.167_3.000,80.0,26.0,3.1667,3.0,60.0,3,10.2277,2.4935,Weaving frequency,Weaving frequency (Hz),3.1667,layer_partial.csv,566
Weaving frequency_3.25,80.000_26.000_3.250_3.000,80.0,26.0,3.25,3.0,60.0,3,10.2363,2.4647,Weaving frequency,Weaving frequency (Hz),3.25,layer_partial.csv,567
Weaving frequency_3.3333,80.000_26.000_3.333_3.000,80.0,26.0,3.3333,3.0,60.0,3,10.251,2.4579,Weaving frequency,Weaving frequency (Hz),3.3333,layer_partial.csv,568
Weaving frequency_3.4167,80.000_26.000_3.417_3.000,80.0,26.0,3.4167,3.0,60.0,3,10.2342,2.4455,Weaving frequency,Weaving frequency (Hz),3.4167,layer_partial.csv,569
Weaving frequency_3.5,80.000_26.000_3.500_3.000,80.0,26.0,3.5,3.0,60.0,3,10.2529,2.4232,Weaving frequency,Weaving frequency (Hz),3.5,layer_partial.csv,570
Weaving frequency_3.5833,80.000_26.000_3.583_3.000,80.0,26.0,3.5833,3.0,60.0,3,10.2563,2.4072,Weaving frequency,Weaving frequency (Hz),3.5833,layer_partial.csv,571
Weaving frequency_3.6667,80.000_26.000_3.667_3.000,80.0,26.0,3.6667,3.0,60.0,3,10.2656,2.3962,Weaving frequency,Weaving frequency (Hz),3.6667,layer_partial.csv,572
Weaving frequency_3.75,80.000_26.000_3.750_3.000,80.0,26.0,3.75,3.0,60.0,3,10.2441,2.381,Weaving frequency,Weaving frequency (Hz),3.75,layer_partial.csv,573
Weaving frequency_3.8333,80.000_26.000_3.833_3.000,80.0,26.0,3.8333,3.0,60.0,3,10.2755,2.3739,Weaving frequency,Weaving frequency (Hz),3.8333,layer_partial.csv,574
Weaving frequency_3.9167,80.000_26.000_3.917_3.000,80.0,26.0,3.9167,3.0,60.0,3,10.2576,2.3529,Weaving frequency,Weaving frequency (Hz),3.9167,layer_partial.csv,575
Weaving frequency_4.0,80.000_26.000_4.000_3.000,80.0,26.0,4.0,3.0,60.0,3,10.2446,2.3234,Weaving frequency,Weaving frequency (Hz),4.0,layer_partial.csv,576
Weaving frequency_2.0,80.000_26.000_2.000_3.000,80.0,26.0,2.0,3.0,60.0,4,10.07,2.672,Weaving frequency,Weaving frequency (Hz),2.0,layer_partial.csv,577
Weaving frequency_2.0833,80.000_26.000_2.083_3.000,80.0,26.0,2.0833,3.0,60.0,4,10.118,2.6579,Weaving frequency,Weaving frequency (Hz),2.0833,layer_partial.csv,578
Weaving frequency_2.1667,80.000_26.000_2.167_3.000,80.0,26.0,2.1667,3.0,60.0,4,10.1458,2.629,Weaving frequency,Weaving frequency (Hz),2.1667,layer_partial.csv,579
Weaving frequency_2.25,80.000_26.000_2.250_3.000,80.0,26.0,2.25,3.0,60.0,4,10.1494,2.6276,Weaving frequency,Weaving frequency (Hz),2.25,layer_partial.csv,580
Weaving frequency_2.3333,80.000_26.000_2.333_3.000,80.0,26.0,2.3333,3.0,60.0,4,10.1567,2.6162,Weaving frequency,Weaving frequency (Hz),2.3333,layer_partial.csv,581
Weaving frequency_2.4167,80.000_26.000_2.417_3.000,80.0,26.0,2.4167,3.0,60.0,4,10.1897,2.5907,Weaving frequency,Weaving frequency (Hz),2.4167,layer_partial.csv,582
Weaving frequency_2.5,80.000_26.000_2.500_3.000,80.0,26.0,2.5,3.0,60.0,4,10.2079,2.5958,Weaving frequency,Weaving frequency (Hz),2.5,layer_partial.csv,583
Weaving frequency_2.5833,80.000_26.000_2.583_3.000,80.0,26.0,2.5833,3.0,60.0,4,10.2214,2.5674,Weaving frequency,Weaving frequency (Hz),2.5833,layer_partial.csv,584
Weaving frequency_2.6667,80.000_26.000_2.667_3.000,80.0,26.0,2.6667,3.0,60.0,4,10.219,2.5611,Weaving frequency,Weaving frequency (Hz),2.6667,layer_partial.csv,585
Weaving frequency_2.75,80.000_26.000_2.750_3.000,80.0,26.0,2.75,3.0,60.0,4,10.2366,2.5467,Weaving frequency,Weaving frequency (Hz),2.75,layer_partial.csv,586
Weaving frequency_2.8333,80.000_26.000_2.833_3.000,80.0,26.0,2.8333,3.0,60.0,4,10.2305,2.5322,Weaving frequency,Weaving frequency (Hz),2.8333,layer_partial.csv,587
Weaving frequency_2.9167,80.000_26.000_2.917_3.000,80.0,26.0,2.9167,3.0,60.0,4,10.2322,2.5104,Weaving frequency,Weaving frequency (Hz),2.9167,layer_partial.csv,588
Weaving frequency_3.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,4,10.2563,2.507,Weaving frequency,Weaving frequency (Hz),3.0,layer_partial.csv,589
Weaving frequency_3.0833,80.000_26.000_3.083_3.000,80.0,26.0,3.0833,3.0,60.0,4,10.2474,2.4829,Weaving frequency,Weaving frequency (Hz),3.0833,layer_partial.csv,590
Weaving frequency_3.1667,80.000_26.000_3.167_3.000,80.0,26.0,3.1667,3.0,60.0,4,10.2717,2.4706,Weaving frequency,Weaving frequency (Hz),3.1667,layer_partial.csv,591
Weaving frequency_3.25,80.000_26.000_3.250_3.000,80.0,26.0,3.25,3.0,60.0,4,10.247,2.4593,Weaving frequency,Weaving frequency (Hz),3.25,layer_partial.csv,592
Weaving frequency_3.3333,80.000_26.000_3.333_3.000,80.0,26.0,3.3333,3.0,60.0,4,10.2828,2.4337,Weaving frequency,Weaving frequency (Hz),3.3333,layer_partial.csv,593
Weaving frequency_3.4167,80.000_26.000_3.417_3.000,80.0,26.0,3.4167,3.0,60.0,4,10.2804,2.4288,Weaving frequency,Weaving frequency (Hz),3.4167,layer_partial.csv,594
Weaving frequency_3.5,80.000_26.000_3.500_3.000,80.0,26.0,3.5,3.0,60.0,4,10.2787,2.4061,Weaving frequency,Weaving frequency (Hz),3.5,layer_partial.csv,595
Weaving frequency_3.5833,80.000_26.000_3.583_3.000,80.0,26.0,3.5833,3.0,60.0,4,10.2837,2.3951,Weaving frequency,Weaving frequency (Hz),3.5833,layer_partial.csv,596
Weaving frequency_3.6667,80.000_26.000_3.667_3.000,80.0,26.0,3.6667,3.0,60.0,4,10.2881,2.3794,Weaving frequency,Weaving frequency (Hz),3.6667,layer_partial.csv,597
Weaving frequency_3.75,80.000_26.000_3.750_3.000,80.0,26.0,3.75,3.0,60.0,4,10.2788,2.3625,Weaving frequency,Weaving frequency (Hz),3.75,layer_partial.csv,598
Weaving frequency_3.8333,80.000_26.000_3.833_3.000,80.0,26.0,3.8333,3.0,60.0,4,10.2814,2.3585,Weaving frequency,Weaving frequency (Hz),3.8333,layer_partial.csv,599
Weaving frequency_3.9167,80.000_26.000_3.917_3.000,80.0,26.0,3.9167,3.0,60.0,4,10.2861,2.3459,Weaving frequency,Weaving frequency (Hz),3.9167,layer_partial.csv,600
Weaving frequency_4.0,80.000_26.000_4.000_3.000,80.0,26.0,4.0,3.0,60.0,4,10.2904,2.3186,Weaving frequency,Weaving frequency (Hz),4.0,layer_partial.csv,601
Weaving frequency_2.0,80.000_26.000_2.000_3.000,80.0,26.0,2.0,3.0,60.0,5,10.1388,2.6543,Weaving frequency,Weaving frequency (Hz),2.0,layer_partial.csv,602
Weaving frequency_2.0833,80.000_26.000_2.083_3.000,80.0,26.0,2.0833,3.0,60.0,5,10.1543,2.6462,Weaving frequency,Weaving frequency (Hz),2.0833,layer_partial.csv,603
Weaving frequency_2.1667,80.000_26.000_2.167_3.000,80.0,26.0,2.1667,3.0,60.0,5,10.1791,2.6218,Weaving frequency,Weaving frequency (Hz),2.1667,layer_partial.csv,604
Weaving frequency_2.25,80.000_26.000_2.250_3.000,80.0,26.0,2.25,3.0,60.0,5,10.1855,2.6,Weaving frequency,Weaving frequency (Hz),2.25,layer_partial.csv,605
Weaving frequency_2.3333,80.000_26.000_2.333_3.000,80.0,26.0,2.3333,3.0,60.0,5,10.2226,2.6011,Weaving frequency,Weaving frequency (Hz),2.3333,layer_partial.csv,606
Weaving frequency_2.4167,80.000_26.000_2.417_3.000,80.0,26.0,2.4167,3.0,60.0,5,10.2267,2.5752,Weaving frequency,Weaving frequency (Hz),2.4167,layer_partial.csv,607
Weaving frequency_2.5,80.000_26.000_2.500_3.000,80.0,26.0,2.5,3.0,60.0,5,10.2344,2.5747,Weaving frequency,Weaving frequency (Hz),2.5,layer_partial.csv,608
Weaving frequency_2.5833,80.000_26.000_2.583_3.000,80.0,26.0,2.5833,3.0,60.0,5,10.2741,2.5619,Weaving frequency,Weaving frequency (Hz),2.5833,layer_partial.csv,609
Weaving frequency_2.6667,80.000_26.000_2.667_3.000,80.0,26.0,2.6667,3.0,60.0,5,10.2579,2.5368,Weaving frequency,Weaving frequency (Hz),2.6667,layer_partial.csv,610
Weaving frequency_2.75,80.000_26.000_2.750_3.000,80.0,26.0,2.75,3.0,60.0,5,10.2565,2.526,Weaving frequency,Weaving frequency (Hz),2.75,layer_partial.csv,611
Weaving frequency_2.8333,80.000_26.000_2.833_3.000,80.0,26.0,2.8333,3.0,60.0,5,10.2688,2.5186,Weaving frequency,Weaving frequency (Hz),2.8333,layer_partial.csv,612
Weaving frequency_2.9167,80.000_26.000_2.917_3.000,80.0,26.0,2.9167,3.0,60.0,5,10.2866,2.504,Weaving frequency,Weaving frequency (Hz),2.9167,layer_partial.csv,613
Weaving frequency_3.0,80.000_26.000_3.000_3.000,80.0,26.0,3.0,3.0,60.0,5,10.2775,2.4717,Weaving frequency,Weaving frequency (Hz),3.0,layer_partial.csv,614
Weaving frequency_3.0833,80.000_26.000_3.083_3.000,80.0,26.0,3.0833,3.0,60.0,5,10.2828,2.4588,Weaving frequency,Weaving frequency (Hz),3.0833,layer_partial.csv,615
